"gender","masterCategory","subCategory","articleType","baseColour","season","year","usage"
"Men","Footwear","Shoes","Casual Shoes","Black","Winter","2018.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Fall","2010.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2017.0","Casual"
"Women","Apparel","Topwear","Tops","Black","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Brown","Winter","2015.0","Casual"
"Women","Accessories","Wallets","Wallets","Purple","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Sweatshirts","Red","Fall","2011.0","Casual"
"Men","Accessories","Accessories","Accessory Gift Set","Purple","Fall","2011.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Men","Accessories","Belts","Belts","Brown","Summer","2012.0","Casual"
"Women","Accessories","Stoles","Stoles","Yellow","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Summer","2016.0","Casual"
"Women","Footwear","Shoes","Casual Shoes","Black","Summer","2011.0","Casual"
"Women","Apparel","Innerwear","Bra","Purple","Summer","2014.0","Casual"
"Men","Apparel","Topwear","Shirts","Green","Summer","2012.0","Formal"
"Unisex","Accessories","Bags","Backpacks","Grey","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Green","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Kurtas","Red","Summer","2012.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Grey","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Pink","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2011.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","Black","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Green","Fall","2011.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Green","Summer","2010.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtis","Red","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Purple","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Trousers","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","Lavender","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Patiala","Multi","Fall","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2014.0","Casual"
"Women","Apparel","Dress","Dresses","Multi","Summer","2012.0","Casual"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Green","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Women","Accessories","Bags","Handbags","Blue","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Men","Apparel","Topwear","Tshirts","Brown","Summer","2011.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Grey","Fall","2011.0","Casual"
"Boys","Apparel","Topwear","Tshirts","Yellow","Fall","2011.0","Casual"
"Unisex","Footwear","Sandal","Sports Sandals","Black","Summer","2011.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Unisex","Footwear","Flip Flops","Flip Flops","Yellow","Winter","2013.0","Formal"
"Boys","Apparel","Topwear","Tshirts","Navy Blue","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Bra","Pink","Summer","2018.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2011.0","Casual"
"Men","Accessories","Socks","Socks","White","Fall","2011.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Purple","Summer","2011.0","Casual"
"Women","Accessories","Watches","Watches","Steel","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Kurtas","Orange","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Purple","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Tights","Navy Blue","Summer","2012.0","Casual"
"Women","Apparel","Dress","Dresses","Black","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Spring","2013.0","Casual"
"Women","Personal Care","Lips","Lip Gloss","Maroon","Spring","2017.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Red","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Night suits","Black","Summer","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Brown","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Red","Winter","2015.0","Casual"
"Women","Footwear","Shoes","Flats","Black","Winter","2012.0","Casual"
"Women","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","Off White","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","White","Winter","2016.0","Fashionable"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Sweaters","Red","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Blue","Spring","2013.0","Casual"
"Men","Apparel","Topwear","Sweatshirts","Black","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Rain Trousers","Navy Blue","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Steel","Winter","2016.0","Formal"
"Men","Apparel","Bottomwear","Jeans","Navy Blue","Fall","2011.0","Casual"
"Men","Apparel","Innerwear","Briefs","White","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2011.0","Casual"
"Men","Footwear","Sandal","Sandals","Brown","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Brown","Summer","2012.0","Casual"
"Women","Accessories","Jewellery","Earrings","Silver","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Kurtis","Maroon","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Red","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2016.0","Casual"
"Women","Footwear","Shoes","Heels","Brown","Winter","2012.0","Formal"
"Women","Accessories","Bags","Handbags","Black","Winter","2015.0","Casual"
"Men","Apparel","Topwear","Shirts","Brown","Summer","2011.0","Casual"
"Women","Apparel","Topwear","Dupatta","Beige","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Casual"
"Women","Apparel","Dress","Dresses","Blue","Winter","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Brown","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Summer","2012.0","Casual"
"Unisex","Accessories","Eyewear","Sunglasses","Green","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Sports Shoes","White","Spring","2011.0","Casual"
"Men","Accessories","Ties","Ties","Red","Summer","2011.0","Casual"
"Women","Personal Care","Beauty Accessories","Beauty Accessory","Skin","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Shirts","Green","Fall","2011.0","Formal"
"Women","Accessories","Jewellery","Earrings","Gold","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Boxers","Black","Summer","2016.0","Casual"
"Women","Personal Care","Nails","Nail Polish","Mauve","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Black","Fall","2011.0","Formal"
"Men","Apparel","Topwear","Tshirts","Grey","Spring","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","White","Summer","2011.0","Casual"
"Women","Apparel","Bottomwear","Leggings","Black","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Pink","Fall","2011.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Fashionable"
"Men","Apparel","Loungewear and Nightwear","Lounge Pants","Grey","Summer","2018.0","Casual"
"Women","Apparel","Topwear","Kurtas","Green","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Navy Blue","Fall","2011.0","Formal"
"Women","Footwear","Shoes","Heels","Blue","Winter","2012.0","Formal"
"Girls","Apparel","Topwear","Tshirts","White","Summer","2011.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Red","Winter","2015.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Apparel","Saree","Sarees","Rust","Fall","2012.0","Casual"
"Men","Apparel","Bottomwear","Jeans","Blue","Fall","2011.0","Casual"
"Women","Apparel","Saree","Sarees","Cream","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Winter","2015.0","Casual"
"Women","Apparel","Topwear","Kurtas","Beige","Fall","2011.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Summer","2011.0","Casual"
"Men","Accessories","Socks","Socks","Multi","Summer","2016.0","Casual"
"Men","Apparel","Topwear","Shirts","Purple","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Formal"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Steel","Winter","2016.0","Fashionable"
"Unisex","Footwear","Flip Flops","Flip Flops","Navy Blue","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Pink","Summer","2015.0","Casual"
"Men","Apparel","Topwear","Tshirts","Grey Melange","Summer","2012.0","Casual"
"Boys","Apparel","Topwear","Shirts","White","Summer","2012.0","Formal"
"Women","Footwear","Shoes","Flats","Blue","Winter","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Beige","Winter","2016.0","Formal"
"Men","Accessories","Watches","Watches","Blue","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2011.0","Formal"
"Men","Apparel","Topwear","Tshirts","Grey","Fall","2010.0","Casual"
"Women","Accessories","Bags","Handbags","Red","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Jackets","Red","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Brown","Winter","2018.0","Formal"
"Women","Personal Care","Lips","Lip Liner","Peach","Spring","2017.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Navy Blue","Summer","2012.0","Casual"
"Women","Personal Care","Fragrance","Perfume and Body Mist","Pink","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Tshirts","Cream","Fall","2011.0","Casual"
"Unisex","Footwear","Shoes","Casual Shoes","Pink","Fall","2011.0","Casual"
"Men","Accessories","Wallets","Wallets","Brown","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Pink","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Formal Shoes","Brown","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Green","Summer","2016.0","Casual"
"Men","Apparel","Innerwear","Boxers","Black","Summer","2016.0","Casual"
"Men","Apparel","Bottomwear","Track Pants","Navy Blue","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Trunk","Grey","Summer","2016.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Winter","2011.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Black","Winter","2016.0","Fashionable"
"Women","Accessories","Watches","Watches","Charcoal","Winter","2016.0","Fashionable"
"Women","Footwear","Shoes","Heels","Brown","Winter","2015.0","Casual"
"Women","Apparel","Topwear","Tops","Green","Fall","2011.0","Casual"
"Women","Accessories","Socks","Socks","Blue","Summer","2012.0","Casual"
"Unisex","Footwear","Shoes","Sports Shoes","Black","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","Black","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Brown","Fall","2012.0","Formal"
"Women","Footwear","Shoes","Heels","Red","Winter","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Orange","Summer","2012.0","Casual"
"Men","Accessories","Ties","Ties","White","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Women","Apparel","Innerwear","Briefs","Grey Melange","Summer","2016.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2010.0","Casual"
"Women","Apparel","Topwear","Kurtas","Multi","Summer","2012.0","Casual"
"Men","Accessories","Wallets","Wallets","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Sweaters","Grey","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Unisex","Footwear","Sandal","Sandals","Blue","Fall","2011.0","Casual"
"Women","Accessories","Bags","Handbags","Purple","Summer","2016.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Summer","2012.0","Formal"
"Women","Apparel","Topwear","Shirts","Purple","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Tops","White","Fall","2011.0","Casual"
"Women","Accessories","Watches","Watches","White","Winter","2016.0","Formal"
"Men","Apparel","Bottomwear","Track Pants","Black","Summer","2012.0","Casual"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Black","Spring","2017.0","Casual"
"Men","Apparel","Innerwear","Briefs","Navy Blue","Summer","2016.0","Casual"
"Women","Apparel","Topwear","Kurtas","Orange","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Men","Footwear","Shoes","Sports Shoes","White","Summer","2011.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Fall","2011.0","Formal"
"Women","Apparel","Innerwear","Shapewear","White","Summer","2014.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2016.0","Casual"
"Women","Apparel","Topwear","Kurtas","Pink","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Blue","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Women","Personal Care","Fragrance","Deodorant","Purple","Spring","2017.0","Casual"
"Women","Apparel","Dress","Dresses","Teal","Summer","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Khaki","Summer","2012.0","Casual"
"Women","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Formal"
"Women","Accessories","Bags","Handbags","Brown","Summer","2010.0","Casual"
"Men","Accessories","Belts","Belts","Brown","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Briefs","Black","Summer","2016.0","Casual"
"Men","Accessories","Watches","Watches","Bronze","Winter","2016.0","Formal"
"Women","Accessories","Stoles","Stoles","Navy Blue","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Track Pants","Navy Blue","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Kurtas","Beige","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Blue","Fall","2011.0","Formal"
"Men","Accessories","Socks","Socks","Black","Summer","2016.0","Casual"
"Men","Accessories","Headwear","Caps","Black","Summer","2012.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Blue","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Shirts","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Brown","Winter","2012.0","Formal"
"Women","Accessories","Jewellery","Pendant","Gold","Summer","2015.0","Casual"
"Women","Apparel","Topwear","Tops","Pink","Winter","2012.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Brown","Winter","2015.0","Formal"
"Women","Apparel","Saree","Sarees","Multi","Fall","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Black","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","White","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Flats","Blue","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Kurtas","Mustard","Summer","2012.0","Casual"
"Women","Apparel","Saree","Sarees","Multi","Fall","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Lavender","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Navy Blue","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Charcoal","Summer","2015.0","Casual"
"Women","Apparel","Topwear","Kurtas","Mustard","Summer","2012.0","Casual"
"Men","Accessories","Wallets","Wallets","Multi","Winter","2016.0","Formal"
"Women","Accessories","Jewellery","Earrings","Green","Winter","2016.0","Formal"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Kurtas","Off White","Summer","2012.0","Casual"
"Men","Accessories","Ties","Ties","Maroon","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tshirts","Yellow","Fall","2011.0","Casual"
"Girls","Apparel","Topwear","Tshirts","Yellow","Fall","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Beige","Winter","2015.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Summer","2012.0","Casual"
"Women","Personal Care","Lips","Lipstick","Pink","Spring","2017.0","Casual"
"Men","Apparel","Topwear","Shirts","Red","Fall","2011.0","Formal"
"Women","Apparel","Saree","Sarees","Beige","Summer","2012.0","Casual"
"Boys","Apparel","Topwear","Tshirts","Blue","Summer","2012.0","Casual"
"Men","Accessories","Watches","Watches","Silver","Winter","2016.0","Fashionable"
"Men","Footwear","Shoes","Casual Shoes","Brown","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Olive","Summer","2016.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Navy Blue","Summer","2016.0","Casual"
"Unisex","Accessories","Eyewear","Sunglasses","Black","Winter","2016.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","White","Fall","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2011.0","Casual"
"Women","Apparel","Loungewear and Nightwear","Nightdress","Lavender","Winter","2015.0","Formal"
"Men","Footwear","Shoes","Casual Shoes","Green","Summer","2013.0","Casual"
"Women","Footwear","Shoes","Flats","Black","Fall","2011.0","Casual"
"Men","Accessories","Socks","Socks","Black","Summer","2013.0","Casual"
"Women","Apparel","Topwear","Tshirts","White","Fall","2011.0","Casual"
"Men","Accessories","Wallets","Wallets","Brown","Winter","2016.0","Formal"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Formal"
"Men","Personal Care","Fragrance","Perfume and Body Mist","","Spring","2017.0","Casual"
"Men","Apparel","Innerwear","Innerwear Vests","Black","Summer","2016.0","Casual"
"Women","Accessories","Jewellery","Pendant","Silver","Summer","2015.0","Casual"
"Women","Apparel","Bottomwear","Trousers","Black","Summer","2012.0","Casual"
"Women","Personal Care","Makeup","Eyeshadow","Multi","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Tops","Yellow","Summer","2011.0","Casual"
"Women","Personal Care","Nails","Nail Polish","Charcoal","Spring","2017.0","Casual"
"Women","Apparel","Saree","Sarees","Purple","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Fall","2011.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Navy Blue","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Black","Summer","2013.0","Formal"
"Women","Apparel","Topwear","Tops","Blue","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Sweatshirts","Green","Fall","2011.0","Casual"
"Men","Footwear","Sandal","Sandals","Black","Summer","2012.0","Casual"
"Men","Apparel","Loungewear and Nightwear","Night suits","Navy Blue","Summer","2016.0","Casual"
"Men","Accessories","Bags","Backpacks","Grey","Winter","2016.0","Casual"
"Women","Footwear","Shoes","Heels","Black","Summer","2016.0","Casual"
"Women","Accessories","Watches","Watches","Silver","Winter","2016.0","Fashionable"
"Women","Apparel","Topwear","Kurtas","Green","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Pink","Winter","2016.0","Formal"
"Women","Apparel","Topwear","Tops","Grey","Fall","2012.0","Casual"
"Women","Personal Care","Skin Care","Toner","Green","Spring","2017.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Tan","Summer","2012.0","Casual"
"Women","Personal Care","Fragrance","Fragrance Gift Set","Peach","Spring","2017.0","Casual"
"Unisex","Accessories","Bags","Backpacks","Black","Winter","2015.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Grey","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Navy Blue","Summer","2013.0","Casual"
"Men","Accessories","Eyewear","Sunglasses","Copper","Winter","2016.0","Fashionable"
"Men","Footwear","Shoes","Casual Shoes","Maroon","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Red","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Summer","2012.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Red","Summer","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","Maroon","Summer","2013.0","Casual"
"Women","Footwear","Shoes","Sports Shoes","White","Summer","2012.0","Casual"
"Men","Accessories","Belts","Belts","Black","Winter","2016.0","Formal"
"Men","Accessories","Belts","Belts","Black","Fall","2011.0","Fashionable"
"Men","Personal Care","Fragrance","Perfume and Body Mist","Blue","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Kurtas","White","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Shirts","Purple","Summer","2012.0","Casual"
"Women","Accessories","Bags","Clutches","Copper","Summer","2012.0","Casual"
"Men","Accessories","Socks","Socks","Blue","Fall","2011.0","Casual"
"Women","Apparel","Saree","Sarees","Purple","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Sweaters","Brown","Fall","2011.0","Casual"
"Men","Footwear","Flip Flops","Flip Flops","Grey","Spring","2011.0","Casual"
"Girls","Apparel","Topwear","Tops","Yellow","Summer","2012.0","Casual"
"Men","Apparel","Innerwear","Briefs","White","Summer","2016.0","Casual"
"Men","Accessories","Watches","Watches","Navy Blue","Winter","2016.0","Formal"
"Unisex","Accessories","Bags","Backpacks","Brown","Fall","2010.0","Casual"
"Men","Apparel","Topwear","Shirts","Beige","Fall","2012.0","Formal"
"Women","Footwear","Shoes","Sports Shoes","Black","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Red","Fall","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Black","Summer","2012.0","Casual"
"Men","Accessories","Wallets","Wallets","Black","Winter","2016.0","Casual"
"Women","Apparel","Topwear","Kurtas","Beige","Fall","2012.0","Casual"
"Boys","Apparel","Bottomwear","Shorts","Blue","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Leggings","Navy Blue","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","White","Summer","2011.0","Casual"
"Women","Footwear","Shoes","Heels","Gold","Winter","2012.0","Formal"
"Men","Apparel","Topwear","Jackets","Black","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Maroon","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Navy Blue","Fall","2011.0","Casual"
"Women","Accessories","Eyewear","Sunglasses","Brown","Winter","2016.0","Fashionable"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Shirts","White","Fall","2011.0","Formal"
"Women","Apparel","Topwear","Tops","Black","Fall","2011.0","Casual"
"Men","Accessories","Watches","Watches","White","Winter","2016.0","Formal"
"Women","Apparel","Saree","Sarees","Green","Fall","2012.0","Casual"
"Men","Accessories","Headwear","Caps","White","Spring","2013.0","Casual"
"Women","Apparel","Topwear","Kurtas","Turquoise Blue","Fall","2012.0","Casual"
"Men","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Women","Accessories","Jewellery","Bangle","Gold","Summer","2013.0","Casual"
"Men","Apparel","Bottomwear","Trousers","Khaki","Fall","2011.0","Formal"
"Unisex","Accessories","Bags","Backpacks","Black","Spring","2013.0","Casual"
"Men","Accessories","Wallets","Wallets","Brown","Winter","2016.0","Formal"
"Boys","Apparel","Innerwear","Innerwear Vests","Yellow","Summer","2012.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Navy Blue","Fall","2012.0","Casual"
"Men","Footwear","Sandal","Sandals","Brown","Summer","2011.0","Casual"
"Men","Accessories","Belts","Belts","Beige","Summer","2011.0","Casual"
"Girls","Apparel","Dress","Dresses","Magenta","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Jackets","Purple","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Jackets","Cream","Fall","2011.0","Casual"
"Women","Accessories","Jewellery","Earrings","Silver","Fall","2012.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","White","Summer","2012.0","Casual"
"Boys","Apparel","Topwear","Tshirts","Yellow","Fall","2011.0","Casual"
"Women","Personal Care","Lips","Lipstick","Purple","Spring","2017.0","Casual"
"Women","Apparel","Topwear","Tops","Purple","Fall","2011.0","Casual"
"Men","Accessories","Watches","Watches","Silver","Winter","2016.0","Formal"
"Women","Accessories","Wallets","Wallets","Orange","Summer","2012.0","Casual"
"Women","Apparel","Bottomwear","Jeans","Navy Blue","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Formal Shoes","Brown","Winter","2015.0","Formal"
"Men","Apparel","Topwear","Tshirts","White","Summer","2012.0","Casual"
"Men","Accessories","Socks","Socks","White","Fall","2012.0","Casual"
"Men","Apparel","Topwear","Tshirts","Green","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Black","Winter","2016.0","Fashionable"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2010.0","Casual"
"Women","Apparel","Topwear","Kurtas","Orange","Summer","2012.0","Casual"
"Women","Accessories","Watches","Watches","Steel","Winter","2016.0","Fashionable"
"Women","Apparel","Topwear","Kurtas","Red","Summer","2012.0","Casual"
"Women","Accessories","Bags","Handbags","Black","Summer","2012.0","Casual"
"Women","Footwear","Shoes","Heels","Brown","Winter","2012.0","Formal"
"Women","Apparel","Bottomwear","Stockings","Black","Summer","2011.0","Casual"
"Men","Apparel","Bottomwear","Shorts","Red","Summer","2012.0","Casual"
"Unisex","Accessories","Bags","Laptop Bag","Black","Winter","2015.0","Formal"
"Men","Apparel","Topwear","Tshirts","Blue","Summer","2011.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","Black","Summer","2012.0","Casual"
"Unisex","Accessories","Socks","Socks","White","Fall","2011.0","Casual"
"Men","Apparel","Topwear","Tshirts","Red","Summer","2012.0","Casual"
"Men","Footwear","Shoes","Sports Shoes","White","Fall","2011.0","Casual"
"Men","Footwear","Shoes","Casual Shoes","Brown","Fall","2011.0","Casual"
"Women","Apparel","Topwear","Tops","White","Summer","2012.0","Casual"
"Women","Apparel","Topwear","Tops","Black","Summer","2011.0","Casual"
